ref,commission_percent,station_distance,rent,pub_date,pub_time,studio,n_rooms,area,floor,n_floors,n_days,mcc,circle,center_distance,parsing_date,y
/moskva/kvartiry/2-k_kvartira_50.9_m_313_et._1899449919,,6,81.6,2020-08-11,08:33:54.751709,0,2,51,3,13,,0,0,4.083909171733213,2020-08-11,1.5999999999999999
/moskva/kvartiry/4-k_kvartira_156_m_56_et._1952307578,0,3,220.0,2020-08-11,04:33:54.751709,0,4,156,5,6,,0,0,0.8037331704943594,2020-08-11,1.4102564102564104
/moskva/kvartiry/4-k_kvartira_160_m_57_et._1888177004,0,17,625.94,2020-08-11,03:33:54.751709,0,4,160,5,7,,1,0,10.893106224042754,2020-08-11,3.9121250000000005
/moskva/kvartiry/2-k_kvartira_49.1_m_213_et._1899488530,,6,79.5,2020-08-11,08:33:54.751709,0,2,49,2,13,,0,0,4.083909171733213,2020-08-11,1.6224489795918366
/moskva/kvartiry/3-k_kvartira_105_m_77_et._1888186731,0,6,250.0,2020-08-11,03:33:54.751709,0,3,105,7,7,,0,0,2.04826394173432,2020-08-11,2.380952380952381
/moskva/kvartiry/4-k_kvartira_150_m_24_et._1887994393,0,4,220.0,2020-08-11,03:33:54.751709,0,4,150,2,4,,0,0,1.2342595235549099,2020-08-11,1.4666666666666666
/moskva/kvartiry/4-k_kvartira_200_m_2355_et._1888704019,0,8,450.0,2020-08-11,03:33:54.751709,0,4,200,23,55,,0,0,8.472844364103706,2020-08-11,2.25
/moskva/kvartiry/2-k_kvartira_37_m_39_et._1977819428,40,9,36.0,2020-08-11,11:33:54.751709,0,2,37,3,9,,1,0,10.131813490251698,2020-08-11,0.972972972972973
/moskva/kvartiry/3-k_kvartira_61_m_1824_et._1952181828,0,2,100.0,2020-08-11,02:33:54.751709,0,3,61,18,24,,0,0,2.3455564591601026,2020-08-11,1.639344262295082
/moskva/kvartiry/studiya_122.6_m_24_et._1955743157,,2,300.0,2020-08-11,10:33:54.751709,1,1,123,2,4,,0,0,1.7647730473566627,2020-08-11,2.4390243902439024
/moskva/kvartiry/2-k_kvartira_33_m_29_et._1952242801,50,7,40.0,2020-08-11,10:33:54.751709,0,2,33,2,9,,0,0,4.655436104927691,2020-08-11,1.2121212121212122
/moskva/kvartiry/2-k_kvartira_35_m_1616_et._1975001049,,23,25.0,2020-08-11,08:33:54.751709,0,2,35,16,16,1,0,0,16.5081390984448,2020-08-11,0.7142857142857143
/moskva/kvartiry/4-k_kvartira_220_m_1213_et._1888476022,0,3,368.2,2020-08-11,03:33:54.751709,0,4,220,12,13,,0,0,2.061580940262388,2020-08-11,1.6736363636363636
/moskva/kvartiry/studiya_41_m_911_et._1152059224,50,19,24.0,2020-08-11,10:33:54.751709,1,1,41,9,11,,0,0,13.104947130339838,2020-08-11,0.5853658536585366
/moskva/kvartiry/1-k_kvartira_44.5_m_212_et._1994566291,,6,38.0,2020-08-10,,0,1,44,2,12,,0,0,5.16538661677811,2020-08-11,0.8636363636363636
/moskva/kvartiry/2-k_kvartira_60_m_35_et._1853327970,,13,47.0,2020-08-11,06:33:54.751709,0,2,60,3,5,,0,0,12.833674364295671,2020-08-11,0.7833333333333333
/moskva/kvartiry/3-k_kvartira_84.6_m_513_et._1899248087,,6,100.6,2020-08-11,08:33:54.751709,0,3,85,5,13,1,0,0,4.083909171733213,2020-08-11,1.1835294117647057
/moskva/kvartiry/3-k_kvartira_56_m_19_et._1968818238,40,9,50.0,2020-08-11,09:33:54.751709,0,3,56,1,9,,0,0,15.19765150338257,2020-08-11,0.8928571428571429
/moskva/kvartiry/2-k_kvartira_69_m_1216_et._1950594115,,4,65.0,2020-08-11,01:33:54.751709,0,2,69,12,16,1,1,0,8.86937145169443,2020-08-11,0.9420289855072463
/moskva/kvartiry/3-k_kvartira_69_m_413_et._1898988034,,6,77.8,2020-08-11,08:33:54.751709,0,3,69,4,13,,0,0,4.083909171733213,2020-08-11,1.1275362318840578
/moskva/kvartiry/1-k_kvartira_40_m_1217_et._1522883925,,7,32.0,2020-08-11,12:33:54.751709,0,1,40,12,17,1,0,0,12.184305862368571,2020-08-11,0.8
/moskva/kvartiry/2-k_kvartira_39_m_79_et._1983427962,50,6,38.0,2020-08-11,10:33:54.751709,0,2,39,7,9,,0,0,6.45954094029812,2020-08-11,0.9743589743589743
/moskva/kvartiry/3-k_kvartira_67_m_325_et._1959256105,50,6,52.0,2020-08-11,11:33:54.751709,0,3,67,3,25,,0,0,15.037649645206713,2020-08-11,0.7761194029850746
/moskva/kvartiry/3-k_kvartira_85.6_m_313_et._1899338027,,6,100.6,2020-08-11,08:33:54.751709,0,3,86,3,13,1,0,0,4.083909171733213,2020-08-11,1.169767441860465
/moskva/kvartiry/2-k_kvartira_130_m_26_et._1888283357,0,4,250.0,2020-08-11,03:33:54.751709,0,2,130,2,6,,0,0,2.350441672322792,2020-08-11,1.9230769230769231
/moskva/kvartiry/1-k_kvartira_40_m_1114_et._1821428634,50,3,40.0,2020-08-11,11:33:54.751709,0,1,40,11,14,3,0,0,12.37597295337994,2020-08-11,1.0
/moskva/kvartiry/2-k_kvartira_110_m_1619_et._1888873902,0,4,200.0,2020-08-11,02:33:54.751709,0,2,110,16,19,,1,0,8.86937145169443,2020-08-11,1.8181818181818181
/moskva/kvartiry/2-k_kvartira_50_m_710_et._1974112301,100,6,57.0,2020-08-11,07:33:54.751709,0,2,50,7,10,,0,0,2.9469041999643286,2020-08-11,1.14
/moskva/kvartiry/1-k_kvartira_37_m_2125_et._860250093,50,4,35.0,2020-08-11,12:33:54.751709,0,1,37,21,25,,0,0,14.871192477480411,2020-08-11,0.9459459459459459
/moskva/kvartiry/3-k_kvartira_160_m_1417_et._1888535566,0,5,180.0,2020-08-11,02:33:54.751709,0,3,160,14,17,,0,0,2.3455564591601026,2020-08-11,1.125
/moskva/kvartiry/1-k_kvartira_37_m_216_et._1976695320,,11,32.0,2020-08-11,07:33:54.751709,0,1,37,2,16,,0,0,12.075557576493836,2020-08-11,0.8648648648648649
/moskva/kvartiry/3-k_kvartira_100_m_37_et._1888304048,0,2,100.0,2020-08-11,02:33:54.751709,0,3,100,3,7,,0,0,2.04826394173432,2020-08-11,1.0
/moskva/kvartiry/5-k_kvartira_330_m_920_et._1887973578,0,6,450.0,2020-08-11,02:33:54.751709,0,5,330,9,20,,0,0,2.876111953976717,2020-08-11,1.3636363636363635
/moskva/kvartiry/1-k_kvartira_39_m_517_et._1966488226,,9,32.0,2020-08-11,01:33:54.751709,0,1,39,5,17,1,0,0,22.579784132396757,2020-08-11,0.8205128205128205
/moskva/kvartiry/5-k_kvartira_185_m_2224_et._1888071718,0,12,300.0,2020-08-11,02:34:38.704039,0,5,185,22,24,,0,0,11.368321538659833,2020-08-11,1.6216216216216217
/moskva/kvartiry/1-k_kvartira_36_m_79_et._1976530632,100,5,55.0,2020-08-11,07:34:38.704039,0,1,36,7,9,,0,0,3.9895184132689607,2020-08-11,1.5277777777777777
/moskva/kvartiry/3-k_kvartira_64_m_512_et._1893227287,50,5,55.0,2020-08-11,10:34:38.704039,0,3,64,5,12,,0,0,16.81172600601682,2020-08-11,0.859375
/moskva/kvartiry/4-k_kvartira_190_m_417_et._1888828085,0,3,380.0,2020-08-11,03:34:38.704039,0,4,190,4,17,,0,0,2.350441672322792,2020-08-11,2.0
/moskva/kvartiry/2-k_kvartira_64_m_617_et._1958204109,0,28,65.0,2020-08-11,13:34:38.704039,0,2,64,6,17,3,0,0,8.854535352572697,2020-08-11,1.015625
/moskva/kvartiry/3-k_kvartira_100_m_910_et._1926382923,0,28,105.0,2020-08-11,12:34:38.704039,0,3,100,9,10,,0,0,8.854535352572697,2020-08-11,1.05
/moskva/kvartiry/1-k_kvartira_35.1_m_1415_et._1976803897,25,1,60.0,2020-08-11,13:34:38.704039,0,1,35,14,15,,0,0,2.1301480352176,2020-08-11,1.7142857142857142
/moskva/kvartiry/1-k_kvartira_32_m_312_et._1959154194,80,13,25.0,2020-08-11,11:34:38.704039,0,1,32,3,12,,0,0,13.58360839238828,2020-08-11,0.78125
/moskva/kvartiry/2-k_kvartira_50_m_69_et._1974340843,,11,44.0,2020-08-11,10:34:38.704039,0,2,50,6,9,,0,0,10.443150777690152,2020-08-11,0.88
/moskva/kvartiry/1-k_kvartira_32.1_m_69_et._1958337097,65,8,31.2,2020-08-11,13:34:38.704039,0,1,32,6,9,,0,0,16.81172600601682,2020-08-11,0.975
/moskva/kvartiry/4-k_kvartira_114.1_m_213_et._1899896742,,6,108.2,2020-08-11,08:34:38.704039,0,4,114,2,13,,0,0,4.083909171733213,2020-08-11,0.9491228070175439
/moskva/kvartiry/1-k_kvartira_46_m_814_et._1772713818,,5,32.0,2020-08-11,13:34:38.704039,0,1,46,8,14,,0,0,21.056346800212825,2020-08-11,0.6956521739130435
/moskva/kvartiry/1-k_kvartira_34_m_35_et._1592234028,54,9,28.0,2020-08-11,11:34:38.704039,0,1,34,3,5,,0,0,12.833674364295671,2020-08-11,0.8235294117647058
/moskva/kvartiry/4-k_kvartira_150_m_28_et._1888699866,0,4,250.0,2020-08-11,03:34:38.704039,0,4,150,2,8,,0,0,1.355537818000184,2020-08-11,1.6666666666666667
/moskva/kvartiry/2-k_kvartira_45_m_59_et._969516339,,4,45.0,2020-08-11,12:34:38.704039,0,2,45,5,9,,0,0,14.973041251810885,2020-08-11,1.0
/moskva/kvartiry/2-k_kvartira_85_m_422_et._1888318888,0,11,120.0,2020-08-11,02:34:38.704039,0,2,85,4,22,,0,0,4.96170717996517,2020-08-11,1.411764705882353
/moskva/kvartiry/1-k_kvartira_38_m_817_et._1960131387,50,10,50.0,2020-08-11,11:34:38.704039,0,1,38,8,17,,0,0,15.272748462756109,2020-08-11,1.3157894736842106
/moskva/kvartiry/2-k_kvartira_45_m_39_et._1972440244,,9,39.5,2020-08-11,12:34:38.704039,0,2,45,3,9,3,0,0,25.095109224601092,2020-08-11,0.8777777777777778
/moskva/kvartiry/4-k_kvartira_140_m_912_et._1888243508,0,7,350.0,2020-08-11,03:34:38.704039,0,4,140,9,12,,0,0,2.3455564591601026,2020-08-11,2.5
/moskva/kvartiry/1-k_kvartira_45_m_23_et._1954421546,100,2,55.0,2020-08-11,07:34:38.704039,0,1,45,2,3,,0,0,4.271853909460736,2020-08-11,1.2222222222222223
/moskva/kvartiry/1-k_kvartira_39_m_610_et._1951791025,40,6,33.0,2020-08-11,13:34:38.704039,0,1,39,6,10,3,0,0,9.880492727191683,2020-08-11,0.8461538461538461
/moskva/kvartiry/3-k_kvartira_153_m_37_et._1888034541,0,6,350.0,2020-08-11,02:34:38.704039,0,3,153,3,7,,0,0,1.450401635817082,2020-08-11,2.287581699346405
/moskva/kvartiry/4-k_kvartira_130_m_26_et._1888137706,0,4,250.0,2020-08-11,02:34:38.704039,0,4,130,2,6,,0,0,1.6054159974540387,2020-08-11,1.9230769230769231
/moskva/kvartiry/2-k_kvartira_96_m_717_et._1980389909,,7,20.0,2020-08-10,,0,2,96,7,17,,0,0,20.28006401482817,2020-08-11,0.20833333333333334
/moskva/kvartiry/3-k_kvartira_135_m_45_et._1888531405,0,7,180.0,2020-08-11,02:34:38.704039,0,3,135,4,5,,0,0,2.350441672322792,2020-08-11,1.3333333333333333
/moskva/kvartiry/3-k_kvartira_73_m_1416_et._1775015246,,8,65.0,2020-08-11,12:34:38.704039,0,3,73,14,16,,0,0,13.104947130339838,2020-08-11,0.8904109589041096
/moskva/kvartiry/3-k_kvartira_71.7_m_713_et._1931268176,,6,80.7,2020-08-11,08:34:38.704039,0,3,72,7,13,1,0,0,4.083909171733213,2020-08-11,1.1208333333333333
/moskva/kvartiry/2-k_kvartira_60_m_721_et._1935660523,50,1,70.0,2020-08-11,12:34:38.704039,0,2,60,7,21,,0,0,2.9469041999643286,2020-08-11,1.1666666666666667
/moskva/kvartiry/3-k_kvartira_80_m_35_et._1981023797,50,8,50.0,2020-08-11,11:34:38.704039,0,3,80,3,5,3,0,0,5.431555141686898,2020-08-11,0.625
/moskva/kvartiry/1-k_kvartira_39_m_1114_et._1968195419,50,24,27.0,2020-08-11,12:34:38.704039,0,1,39,11,14,3,0,0,13.104947130339838,2020-08-11,0.6923076923076923
/moskva/kvartiry/2-k_kvartira_53_m_918_et._1963404135,50,5,70.0,2020-08-11,09:34:38.704039,0,2,53,9,18,,0,0,3.9895184132689607,2020-08-11,1.320754716981132
/moskva/kvartiry/1-k_kvartira_35_m_49_et._1959280071,60,11,25.0,2020-08-11,12:35:21.819547,0,1,35,4,9,3,0,0,17.929234141670864,2020-08-11,0.7142857142857143
/moskva/kvartiry/1-k_kvartira_36_m_912_et._1963246760,50,8,36.0,2020-08-11,10:35:21.819547,0,1,36,9,12,1,0,0,7.694158519358147,2020-08-11,1.0
/moskva/kvartiry/1-k_kvartira_50_m_524_et._1895680073,40,2,60.0,2020-08-11,10:35:21.819547,0,1,50,5,24,,0,0,8.472844364103706,2020-08-11,1.2
/moskva/kvartiry/3-k_kvartira_63.5_m_1516_et._1972585291,50,8,60.0,2020-08-11,12:35:21.819547,0,3,64,15,16,3,0,0,14.2673040798135,2020-08-11,0.9375
/moskva/kvartiry/2-k_kvartira_45_m_89_et._1981784605,50,4,45.0,2020-08-11,13:35:21.819547,0,2,45,8,9,,0,1,2.8209813573920344,2020-08-11,1.0
/moskva/kvartiry/2-k_kvartira_54_m_1017_et._1950039852,50,10,35.0,2020-08-11,10:35:21.819547,0,2,54,10,17,,0,0,13.558779945548173,2020-08-11,0.6481481481481481
/moskva/kvartiry/2-k_kvartira_45_m_99_et._1044709446,50,20,32.0,2020-08-11,14:35:21.819547,0,2,45,9,9,,0,0,16.5081390984448,2020-08-11,0.7111111111111111
/moskva/kvartiry/3-k_kvartira_80_m_35_et._1888709831,0,4,170.0,2020-08-11,02:35:21.819547,0,3,80,3,5,,0,0,1.3407152675992835,2020-08-11,2.125
/moskva/kvartiry/4-k_kvartira_174_m_611_et._1887995917,0,2,325.0,2020-08-11,02:35:21.819547,0,4,174,6,11,,0,0,1.2342595235549099,2020-08-11,1.867816091954023
/moskva/kvartiry/2-k_kvartira_68_m_1523_et._1994599227,,15,70.0,2020-08-11,13:35:21.819547,0,2,68,15,23,,0,0,11.337152423327126,2020-08-11,1.0294117647058822
/moskva/kvartiry/2-k_kvartira_75_m_1535_et._1926460462,0,5,130.0,2020-08-11,12:35:21.819547,0,2,75,15,35,,1,0,10.893106224042754,2020-08-11,1.7333333333333334
/moskva/kvartiry/1-k_kvartira_41_m_612_et._1955537404,60,5,38.0,2020-08-11,10:35:21.819547,0,1,41,6,12,,0,0,8.168661268245879,2020-08-11,0.926829268292683
/moskva/kvartiry/2-k_kvartira_56_m_1732_et._1490880393,0,2,65.0,2020-08-11,12:35:21.819547,0,2,56,17,32,,0,0,4.929521205774406,2020-08-11,1.1607142857142858
/moskva/kvartiry/4-k_kvartira_220_m_67_et._1952018460,0,7,250.0,2020-08-11,02:35:21.819547,0,4,220,6,7,,0,0,2.350441672322792,2020-08-11,1.1363636363636365
/moskva/kvartiry/4-k_kvartira_200_m_319_et._1888647397,0,6,320.0,2020-08-11,03:35:21.819547,0,4,200,3,19,,0,1,2.8295905024514463,2020-08-11,1.6
/moskva/kvartiry/2-k_kvartira_55_m_623_et._1979977611,50,11,45.0,2020-08-11,13:35:21.819547,0,2,55,6,23,3,0,0,10.738613232563797,2020-08-11,0.8181818181818182
/moskva/kvartiry/1-k_kvartira_39_m_612_et._987711454,50,5,45.0,2020-08-11,13:35:21.819547,0,1,39,6,12,1,0,0,8.168661268245879,2020-08-11,1.1538461538461537
/moskva/kvartiry/3-k_kvartira_85_m_210_et._1935626390,30,15,100.0,2020-08-11,10:35:21.819547,0,3,85,2,10,,0,0,21.08980239840081,2020-08-11,1.1764705882352942
/moskva/kvartiry/3-k_kvartira_84.6_m_1313_et._1899740846,,6,104.8,2020-08-11,08:35:21.819547,0,3,85,13,13,1,0,0,4.083909171733213,2020-08-11,1.2329411764705882
/moskva/kvartiry/1-k_kvartira_40_m_617_et._383430266,,4,28.0,2020-08-11,10:35:21.819547,0,1,40,6,17,,0,0,20.28006401482817,2020-08-11,0.7
/moskva/kvartiry/4-k_kvartira_117.3_m_313_et._1899050253,,6,108.2,2020-08-11,08:35:21.819547,0,4,117,3,13,1,0,0,4.083909171733213,2020-08-11,0.9247863247863248
/moskva/kvartiry/1-k_kvartira_17_m_816_et._1964537685,0,3,29.9,2020-08-11,12:35:21.819547,0,1,17,8,16,,0,0,37.47716297083325,2020-08-11,1.7588235294117647
/moskva/kvartiry/1-k_kvartira_46.9_m_1831_et._1862238443,50,11,36.3,2020-08-11,13:35:21.819547,0,1,47,18,31,,0,0,23.49489277665689,2020-08-11,0.7723404255319148
/moskva/kvartiry/3-k_kvartira_79.3_m_913_et._1931725856,,6,98.4,2020-08-11,08:35:21.819547,0,3,79,9,13,1,0,0,4.083909171733213,2020-08-11,1.2455696202531645
/moskva/kvartiry/1-k_kvartira_23_m_418_et._1959943071,,9,22.0,2020-08-11,10:35:21.819547,0,1,23,4,18,,0,0,37.36727743823901,2020-08-11,0.9565217391304348
/moskva/kvartiry/2-k_kvartira_70_m_68_et._1978611007,0,5,135.0,2020-08-11,11:35:21.819547,0,2,70,6,8,,0,0,1.0920233664001546,2020-08-11,1.9285714285714286
/moskva/kvartiry/1-k_kvartira_40_m_616_et._1994120079,0,2,39.0,2020-08-11,09:35:21.819547,0,1,40,6,16,3,0,0,13.150648526100182,2020-08-11,0.975
/moskva/kvartiry/2-k_kvartira_64_m_45_et._1979153898,,1,50.0,2020-08-11,10:35:21.819547,0,2,64,4,5,,0,0,8.854535352572697,2020-08-11,0.78125
/moskva/kvartiry/2-k_kvartira_67_m_212_et._1981191677,,9,40.0,2020-08-11,13:35:21.819547,0,2,67,2,12,,0,0,21.056346800212825,2020-08-11,0.5970149253731343
/moskva/kvartiry/2-k_kvartira_61_m_29_et._1970647841,40,3,74.0,2020-08-11,14:35:21.819547,0,2,61,2,9,3,0,0,7.37912726359075,2020-08-11,1.2131147540983607
/moskva/kvartiry/1-k_kvartira_33_m_35_et._1967100172,50,6,30.0,2020-08-11,11:35:21.819547,0,1,33,3,5,3,0,0,10.477097307352325,2020-08-11,0.9090909090909091
/moskva/kvartiry/2-k_kvartira_49.4_m_313_et._1899509305,,6,79.5,2020-08-11,08:35:21.819547,0,2,49,3,13,,0,0,4.083909171733213,2020-08-11,1.6224489795918366
/moskva/kvartiry/1-k_kvartira_39.1_m_313_et._1899479869,,6,65.6,2020-08-11,08:35:21.819547,0,1,39,3,13,,0,0,4.083909171733213,2020-08-11,1.6820512820512818
/moskva/kvartiry/1-k_kvartira_35_m_1516_et._1969808876,0,7,55.0,2020-08-11,10:35:54.253128,0,1,35,15,16,,0,0,4.271853909460736,2020-08-11,1.5714285714285714
/moskva/kvartiry/1-k_kvartira_36_m_412_et._1960463302,40,8,35.0,2020-08-11,12:35:54.253128,0,1,36,4,12,,1,0,7.377513511565585,2020-08-11,0.9722222222222222
/moskva/kvartiry/2-k_kvartira_36.7_m_69_et._1958356549,50,4,32.0,2020-08-11,08:35:54.253128,0,2,37,6,9,,0,0,7.671028377203213,2020-08-11,0.8648648648648649
/moskva/kvartiry/2-k_kvartira_54_m_810_et._1960289633,50,4,39.0,2020-08-11,13:35:54.253128,0,2,54,8,10,,0,0,15.847091285342607,2020-08-11,0.7222222222222222
/moskva/kvartiry/2-k_kvartira_37.8_m_1224_et._1899276356,,3,63.1,2020-08-11,08:35:54.253128,0,2,38,12,24,,1,0,6.696123446897969,2020-08-11,1.6605263157894736
/moskva/kvartiry/1-k_kvartira_34_m_45_et._1956662769,,2,43.0,2020-08-11,12:35:54.253128,0,1,34,4,5,3,1,0,7.377513511565585,2020-08-11,1.2647058823529411
/moskva/kvartiry/1-k_kvartira_43_m_315_et._1963935834,,20,40.0,2020-08-11,13:35:54.253128,0,1,43,3,15,,0,0,9.716113089086091,2020-08-11,0.9302325581395349
/moskva/kvartiry/2-k_kvartira_41.3_m_1024_et._1899625979,,3,66.8,2020-08-11,08:35:54.253128,0,2,41,10,24,,1,0,6.696123446897969,2020-08-11,1.6292682926829267
/moskva/kvartiry/1-k_kvartira_35_m_49_et._1994399124,30,8,33.0,2020-08-11,11:35:54.253128,0,1,35,4,9,,0,0,5.428425433229427,2020-08-11,0.9428571428571428
/moskva/kvartiry/2-k_kvartira_110_m_512_et._1178037848,50,4,220.0,2020-08-11,14:35:54.253128,0,2,110,5,12,,0,0,2.04826394173432,2020-08-11,2.0
/moskva/kvartiry/2-k_kvartira_61_m_47_et._1974148467,100,6,75.0,2020-08-11,07:35:54.253128,0,2,61,4,7,,0,1,2.8209813573920344,2020-08-11,1.2295081967213115
/moskva/kvartiry/1-k_kvartira_37_m_612_et._1024376740,,8,35.0,2020-08-11,12:35:54.253128,0,1,37,6,12,,0,0,12.37597295337994,2020-08-11,0.9459459459459459
/moskva/kvartiry/2-k_kvartira_60_m_28_et._1969194222,25,10,65.0,2020-08-11,14:35:54.253128,0,2,60,2,8,3,0,0,11.337152423327126,2020-08-11,1.0833333333333333
/moskva/kvartiry/2-k_kvartira_56_m_67_et._1983398214,30,7,50.0,2020-08-11,14:35:54.253128,0,2,56,6,7,,0,0,20.95269505300285,2020-08-11,0.8928571428571429
/moskva/kvartiry/1-k_kvartira_39_m_617_et._1077444495,50,15,30.0,2020-08-11,14:35:54.253128,0,1,39,6,17,,0,0,9.880492727191683,2020-08-11,0.7692307692307693
/moskva/kvartiry/1-k_kvartira_39_m_417_et._487829089,50,19,26.0,2020-08-11,14:35:54.253128,0,1,39,4,17,3,0,0,22.579784132396757,2020-08-11,0.6666666666666666
/moskva/kvartiry/3-k_kvartira_75_m_512_et._1953075066,,9,80.0,2020-08-11,15:35:54.253128,0,3,75,5,12,3,0,0,7.694158519358147,2020-08-11,1.0666666666666667
/moskva/kvartiry/1-k_kvartira_33_m_19_et._1931013999,,18,22.0,2020-08-11,09:35:54.253128,0,1,33,1,9,1,0,0,11.192041397390943,2020-08-11,0.6666666666666666
/moskva/kvartiry/2-k_kvartira_45_m_39_et._1977771656,50,8,38.0,2020-08-11,09:35:54.253128,0,2,45,3,9,,0,0,15.19765150338257,2020-08-11,0.8444444444444444
/moskva/kvartiry/2-k_kvartira_60_m_1317_et._1867686095,50,13,45.0,2020-08-11,12:35:54.253128,0,2,60,13,17,,0,0,12.844090430537948,2020-08-11,0.75
/moskva/kvartiry/2-k_kvartira_43_m_79_et._1436405170,50,23,35.0,2020-08-11,14:35:54.253128,0,2,43,7,9,,0,0,16.5081390984448,2020-08-11,0.813953488372093
/moskva/kvartiry/3-k_kvartira_117.1_m_613_et._1931360484,,6,113.9,2020-08-11,08:35:54.253128,0,3,117,6,13,1,0,0,4.083909171733213,2020-08-11,0.9735042735042736
/moskva/kvartiry/1-k_kvartira_46_m_1117_et._1966466872,60,8,28.0,2020-08-11,12:35:54.253128,0,1,46,11,17,,0,0,12.37597295337994,2020-08-11,0.6086956521739131
/moskva/kvartiry/2-k_kvartira_53_m_46_et._1968988283,0,4,67.0,2020-08-11,14:35:54.253128,0,2,53,4,6,3,0,1,3.082867206614293,2020-08-11,1.2641509433962264
/moskva/kvartiry/1-k_kvartira_33_m_112_et._1969332915,50,4,33.0,2020-08-11,14:35:54.253128,0,1,33,1,12,,0,0,16.18460293813983,2020-08-11,1.0
/moskva/kvartiry/1-k_kvartira_33_m_616_et._1863861982,,11,42.0,2020-08-11,12:35:54.253128,0,1,33,6,16,3,0,0,42.08652548896108,2020-08-11,1.2727272727272727
/moskva/kvartiry/5-k_kvartira_350_m_13_et._1022446868,0,6,2000.0,2020-08-11,14:35:54.253128,0,5,350,1,3,,0,1,2.7707053393014025,2020-08-11,5.714285714285714
/moskva/kvartiry/2-k_kvartira_54.6_m_1717_et._1961560332,,9,45.0,2020-08-11,09:35:54.253128,0,2,55,17,17,,0,0,12.86651739103494,2020-08-11,0.8181818181818182
/moskva/kvartiry/2-k_kvartira_54_m_1217_et._1976490097,50,2,45.0,2020-08-11,14:35:54.253128,0,2,54,12,17,,0,0,13.150648526100182,2020-08-11,0.8333333333333334
/moskva/kvartiry/1-k_kvartira_38_m_222_et._1959973491,40,6,29.0,2020-08-11,11:35:54.253128,0,1,38,2,22,,0,0,16.167248744604045,2020-08-11,0.7631578947368421
/moskva/kvartiry/3-k_kvartira_82.8_m_1117_et._1983878698,,2,80.0,2020-08-11,14:35:54.253128,0,3,83,11,17,,0,0,14.2673040798135,2020-08-11,0.963855421686747
/moskva/kvartiry/4-k_kvartira_140_m_310_et._1978412533,0,5,200.0,2020-08-11,11:35:54.253128,0,4,140,3,10,,0,1,3.4395828872816336,2020-08-11,1.4285714285714286
/moskva/kvartiry/2-k_kvartira_54_m_1617_et._1951962942,,18,30.0,2020-08-11,01:35:54.253128,0,2,54,16,17,3,0,0,15.815910794687333,2020-08-11,0.5555555555555556
/moskva/kvartiry/3-k_kvartira_60_m_35_et._1961879934,,19,40.0,2020-08-10,,0,3,60,3,5,,0,0,15.815910794687333,2020-08-11,0.6666666666666666
/moskva/kvartiry/3-k_kvartira_76_m_618_et._1958906492,0,2,90.0,2020-08-11,12:35:54.253128,0,3,76,6,18,,0,0,2.3455564591601026,2020-08-11,1.1842105263157894
/moskva/kvartiry/2-k_kvartira_65_m_512_et._1964346226,60,6,140.0,2020-08-11,12:36:46.155567,0,2,65,5,12,,0,0,5.2948330550598985,2020-08-11,2.1538461538461537
/moskva/kvartiry/3-k_kvartira_68_m_325_et._1710386716,,6,52.0,2020-08-11,14:36:46.155567,0,3,68,3,25,,0,0,15.037649645206713,2020-08-11,0.7647058823529411
/moskva/kvartiry/1-k_kvartira_19.9_m_425_et._1862402068,65,12,30.1,2020-08-11,14:36:46.155567,0,1,20,4,25,,0,0,17.396838684991508,2020-08-11,1.5050000000000001
/moskva/kvartiry/2-k_kvartira_56_m_1016_et._1953391683,,14,36.0,2020-08-11,08:36:46.155567,0,2,56,10,16,,0,0,16.167248744604045,2020-08-11,0.6428571428571429
/moskva/kvartiry/1-k_kvartira_39_m_812_et._1307929759,,15,32.0,2020-08-11,14:36:46.155567,0,1,39,8,12,,0,0,15.19765150338257,2020-08-11,0.8205128205128205
/moskva/kvartiry/2-k_kvartira_62_m_410_et._1981161415,,8,70.0,2020-08-11,12:36:46.155567,0,2,62,4,10,,0,0,6.6912135107758965,2020-08-11,1.1290322580645162
/moskva/kvartiry/1-k_kvartira_47_m_1418_et._1972563113,60,13,40.0,2020-08-11,12:36:46.155567,0,1,47,14,18,,0,0,12.075557576493836,2020-08-11,0.851063829787234
/moskva/kvartiry/1-k_kvartira_32_m_15_et._1953092616,60,4,26.0,2020-08-11,10:36:46.155567,0,1,32,1,5,1,0,0,13.890305901113779,2020-08-11,0.8125
/moskva/kvartiry/3-k_kvartira_66_m_1516_et._1961925703,50,4,50.0,2020-08-11,12:36:46.155567,0,3,66,15,16,,0,0,14.973041251810885,2020-08-11,0.7575757575757576
/moskva/kvartiry/1-k_kvartira_39_m_217_et._1974088984,50,11,32.0,2020-08-11,14:36:46.155567,0,1,39,2,17,,0,0,17.749787002559334,2020-08-11,0.8205128205128205
/moskva/kvartiry/1-k_kvartira_38_m_1316_et._1962075360,60,3,30.0,2020-08-11,14:36:46.155567,0,1,38,13,16,3,0,0,10.443150777690152,2020-08-11,0.7894736842105263
/moskva/kvartiry/2-k_kvartira_60_m_1517_et._1969600032,0,7,100.0,2020-08-11,12:36:46.155567,0,2,60,15,17,,0,0,5.2948330550598985,2020-08-11,1.6666666666666667
/moskva/kvartiry/studiya_19_m_45_et._1961400304,,5,40.0,2020-08-11,12:36:46.155567,1,1,19,4,5,,1,0,10.291944721850491,2020-08-11,2.1052631578947367
